regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
Norte,AM,,13,,,,2020-03-14,11,4144597,0,0.0,0,0.0,,,
Norte,AM,,13,,,,2020-03-15,12,4144597,1,1.0,0,0.0,,,
Norte,AM,,13,,,,2020-03-16,12,4144597,1,0.0,0,0.0,,,
Norte,AM,,13,,,,2020-03-17,12,4144597,1,0.0,0,0.0,,,
Norte,AM,,13,,,,2020-03-18,12,4144597,1,0.0,0,0.0,,,
Norte,AM,,13,,,,2020-03-19,12,4144597,3,2.0,0,0.0,,,
Norte,AM,,13,,,,2020-03-20,12,4144597,3,0.0,0,0.0,,,
Norte,AM,,13,,,,2020-03-21,12,4144597,11,8.0,0,0.0,,,
Norte,AM,,13,,,,2020-03-22,13,4144597,26,15.0,0,0.0,,,
Norte,AM,,13,,,,2020-03-23,13,4144597,32,6.0,0,0.0,,,
Norte,AM,,13,,,,2020-03-24,13,4144597,47,15.0,0,0.0,,,
Norte,AM,,13,,,,2020-03-25,13,4144597,54,7.0,1,1.0,,,
Norte,AM,,13,,,,2020-03-26,13,4144597,67,13.0,1,0.0,,,
Norte,AM,,13,,,,2020-03-27,13,4144597,81,14.0,1,0.0,,,
Norte,AM,,13,,,,2020-03-28,13,4144597,111,30.0,1,0.0,,,
Norte,AM,,13,,,,2020-03-29,14,4144597,140,29.0,1,0.0,,,
Norte,AM,,13,,,,2020-03-30,14,4144597,151,11.0,1,0.0,,,
Norte,AM,,13,,,,2020-03-31,14,4144597,175,24.0,3,2.0,,,
Norte,AM,,13,,,,2020-04-01,14,4144597,200,25.0,3,0.0,,,
Norte,AM,,13,,,,2020-04-02,14,4144597,229,29.0,3,0.0,,,
Norte,AM,,13,,,,2020-04-03,14,4144597,260,31.0,7,4.0,,,
Norte,AM,,13,,,,2020-04-04,14,4144597,311,51.0,12,5.0,,,
Norte,AM,,13,,,,2020-04-05,15,4144597,417,106.0,14,2.0,,,
Norte,AM,,13,,,,2020-04-06,15,4144597,532,115.0,19,5.0,,,
Norte,AM,,13,,,,2020-04-07,15,4144597,636,104.0,23,4.0,,,
Norte,AM,,13,,,,2020-04-08,15,4144597,804,168.0,30,7.0,,,
Norte,AM,,13,,,,2020-04-09,15,4144597,899,95.0,40,10.0,,,
Norte,AM,,13,,,,2020-04-10,15,4144597,981,82.0,50,10.0,,,
Norte,AM,,13,,,,2020-04-11,15,4144597,1050,69.0,53,3.0,,,
Norte,AM,,13,,,,2020-04-12,16,4144597,1206,156.0,62,9.0,,,
Norte,AM,,13,,,,2020-04-13,16,4144597,1275,69.0,71,9.0,,,
Norte,AM,,13,,,,2020-04-14,16,4144597,1484,209.0,90,19.0,,,
Norte,AM,,13,,,,2020-04-15,16,4144597,1554,70.0,106,16.0,,,
Norte,AM,,13,,,,2020-04-16,16,4144597,1719,165.0,124,18.0,,,
Norte,AM,,13,,,,2020-04-17,16,4144597,1809,90.0,145,21.0,,,
Norte,AM,,13,,,,2020-04-18,16,4144597,1897,88.0,161,16.0,,,
Norte,AM,,13,,,,2020-04-19,17,4144597,2044,147.0,182,21.0,,,
Norte,AM,,13,,,,2020-04-20,17,4144597,2160,116.0,185,3.0,,,
Norte,AM,,13,,,,2020-04-21,17,4144597,2270,110.0,193,8.0,,,
Norte,AM,,13,,,,2020-04-22,17,4144597,2479,209.0,207,14.0,,,
Norte,AM,,13,,,,2020-04-23,17,4144597,2888,409.0,234,27.0,,,
Norte,AM,,13,,,,2020-04-24,17,4144597,3194,306.0,255,21.0,,,
Norte,AM,,13,,,,2020-04-25,17,4144597,3635,441.0,287,32.0,,,
Norte,AM,,13,,,,2020-04-26,18,4144597,3833,198.0,304,17.0,,,
Norte,AM,,13,,,,2020-04-27,18,4144597,3928,95.0,320,16.0,,,
Norte,AM,,13,,,,2020-04-28,18,4144597,4337,409.0,351,31.0,,,
Norte,AM,,13,,,,2020-04-29,18,4144597,4801,464.0,380,29.0,,,
Norte,AM,,13,,,,2020-04-30,18,4144597,5254,453.0,425,45.0,,,
Norte,AM,,13,,,,2020-05-01,18,4144597,5723,469.0,476,51.0,,,
Norte,AM,,13,,,,2020-05-02,18,4144597,6062,339.0,501,25.0,,,
Norte,AM,,13,,,,2020-05-03,19,4144597,6683,621.0,548,47.0,,,
Norte,AM,,13,,,,2020-05-04,19,4144597,7242,559.0,584,36.0,,,
Norte,AM,,13,,,,2020-05-05,19,4144597,8109,867.0,649,65.0,,,
Norte,AM,,13,,,,2020-05-06,19,4144597,9243,1134.0,751,102.0,,,
Norte,AM,,13,,,,2020-05-07,19,4144597,10099,856.0,806,55.0,,,
Norte,AM,,13,,,,2020-05-08,19,4144597,10727,628.0,874,68.0,,,
Norte,AM,,13,,,,2020-05-09,19,4144597,11925,1198.0,962,88.0,,,
Norte,AM,,13,,,,2020-05-10,20,4144597,12599,674.0,1004,42.0,,,
Norte,AM,,13,,,,2020-05-11,20,4144597,12919,320.0,1035,31.0,,,
Norte,AM,,13,,,,2020-05-12,20,4144597,14168,1249.0,1098,63.0,,,
Norte,AM,,13,,,,2020-05-13,20,4144597,15816,1648.0,1160,62.0,,,
Norte,AM,,13,,,,2020-05-14,20,4144597,17181,1365.0,1235,75.0,,,
Norte,AM,,13,,,,2020-05-15,20,4144597,18392,1211.0,1331,96.0,,,
Norte,AM,,13,,,,2020-05-16,20,4144597,19677,1285.0,1375,44.0,,,
Norte,AM,,13,,,,2020-05-17,21,4144597,20328,651.0,1413,38.0,,,
Norte,AM,,13,,,,2020-05-18,21,4144597,20913,585.0,1433,20.0,,,
Norte,AM,,13,,,,2020-05-19,21,4144597,22132,1219.0,1491,58.0,,,
Norte,AM,,13,,,,2020-05-20,21,4144597,23704,1572.0,1561,70.0,,,
Norte,AM,,13,,,,2020-05-21,21,4144597,25367,1663.0,1620,59.0,,,
Norte,AM,,13,,,,2020-05-22,21,4144597,27038,1671.0,1669,49.0,,,
Norte,AM,,13,,,,2020-05-23,21,4144597,28802,1764.0,1744,75.0,,,
Norte,AM,,13,,,,2020-05-24,22,4144597,29867,1065.0,1758,14.0,,,
Norte,AM,,13,,,,2020-05-25,22,4144597,30282,415.0,1781,23.0,,,
Norte,AM,,13,,,,2020-05-26,22,4144597,31949,1667.0,1852,71.0,,,
Norte,AM,,13,,,,2020-05-27,22,4144597,33508,1559.0,1891,39.0,,,
Norte,AM,,13,,,,2020-05-28,22,4144597,36146,2638.0,1964,73.0,,,
Norte,AM,,13,,,,2020-05-29,22,4144597,38909,2763.0,2011,47.0,,,
Norte,AM,,13,,,,2020-05-30,22,4144597,40560,1651.0,2047,36.0,,,
Norte,AM,,13,,,,2020-05-31,23,4144597,41378,818.0,2052,5.0,,,
Norte,AM,,13,,,,2020-06-01,23,4144597,41774,396.0,2071,19.0,,,
Norte,AM,,13,,,,2020-06-02,23,4144597,43195,1421.0,2102,31.0,,,
Norte,AM,,13,,,,2020-06-03,23,4144597,44347,1152.0,2138,36.0,,,
Norte,AM,,13,,,,2020-06-04,23,4144597,46473,2126.0,2183,45.0,,,
Norte,AM,,13,,,,2020-06-05,23,4144597,47666,1193.0,2199,16.0,,,
Norte,AM,,13,,,,2020-06-06,23,4144597,48785,1119.0,2232,33.0,,,
Norte,AM,,13,,,,2020-06-07,24,4144597,49269,484.0,2250,18.0,,,
Norte,AM,,13,,,,2020-06-08,24,4144597,49811,542.0,2271,21.0,,,
Norte,AM,,13,,,,2020-06-09,24,4144597,51234,1423.0,2315,44.0,,,
Norte,AM,,13,,,,2020-06-10,24,4144597,52849,1615.0,2363,48.0,,,
Norte,AM,,13,,,,2020-06-11,24,4144597,53989,1140.0,2400,37.0,,,
Norte,AM,,13,,,,2020-06-12,24,4144597,55111,1122.0,2429,29.0,,,
Norte,AM,,13,,,,2020-06-13,24,4144597,56026,915.0,2465,36.0,,,
Norte,AM,,13,,,,2020-06-14,25,4144597,56506,480.0,2492,27.0,,,
Norte,AM,,13,,,,2020-06-15,25,4144597,56777,271.0,2512,20.0,,,
Norte,AM,,13,,,,2020-06-16,25,4144597,58018,1241.0,2549,37.0,,,
Norte,AM,,13,,,,2020-06-17,25,4144597,59547,1529.0,2579,30.0,,,
Norte,AM,,13,,,,2020-06-18,25,4144597,60736,1189.0,2605,26.0,,,
Norte,AM,,13,,,,2020-06-19,25,4144597,61683,947.0,2624,19.0,,,
Norte,AM,,13,,,,2020-06-20,25,4144597,62902,1219.0,2650,26.0,,,
Norte,AM,,13,,,,2020-06-21,26,4144597,63410,508.0,2657,7.0,,,
Norte,AM,,13,,,,2020-06-22,26,4144597,63731,321.0,2671,14.0,,,
Norte,AM,,13,,,,2020-06-23,26,4144597,65073,1342.0,2686,15.0,,,
Norte,AM,,13,,,,2020-06-24,26,4144597,66764,1691.0,2710,24.0,,,
Norte,AM,,13,,,,2020-06-25,26,4144597,67267,503.0,2731,21.0,,,
Norte,AM,,13,,,,2020-06-26,26,4144597,68220,953.0,2739,8.0,,,
Norte,AM,,13,,,,2020-06-27,26,4144597,69022,802.0,2772,33.0,,,
Norte,AM,,13,,,,2020-06-28,27,4144597,69649,627.0,2780,8.0,,,
Norte,AM,,13,,,,2020-06-29,27,4144597,69893,244.0,2792,12.0,,,
Norte,AM,,13,,,,2020-06-30,27,4144597,70823,930.0,2823,31.0,,,
Norte,AM,,13,,,,2020-07-01,27,4144597,72284,1461.0,2843,20.0,,,
Norte,AM,,13,,,,2020-07-02,27,4144597,73530,1246.0,2862,19.0,,,
Norte,AM,,13,,,,2020-07-03,27,4144597,74537,1007.0,2887,25.0,,,
Norte,AM,,13,,,,2020-07-04,27,4144597,75945,1408.0,2918,31.0,,,
Norte,AM,,13,,,,2020-07-05,28,4144597,76014,69.0,2929,11.0,,,
Norte,AM,,13,,,,2020-07-06,28,4144597,76424,410.0,2938,9.0,,,
Norte,AM,,13,,,,2020-07-07,28,4144597,79167,2743.0,2952,14.0,,,
Norte,AM,,13,,,,2020-07-08,28,4144597,80082,915.0,2967,15.0,,,
Norte,AM,,13,,,,2020-07-09,28,4144597,81318,1236.0,2985,18.0,,,
Norte,AM,,13,,,,2020-07-10,28,4144597,82507,1189.0,3008,23.0,,,
Norte,AM,,13,,,,2020-07-11,28,4144597,83230,723.0,3023,15.0,,,
Norte,AM,,13,,,,2020-07-12,29,4144597,83526,296.0,3039,16.0,,,
Norte,AM,,13,,,,2020-07-13,29,4144597,84412,,3048,,,,
Norte,AP,,16,,,,2020-02-25,9,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-02-26,9,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-02-27,9,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-02-28,9,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-02-29,9,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-01,10,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-02,10,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-03,10,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-04,10,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-05,10,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-06,10,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-07,10,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-08,11,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-09,11,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-10,11,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-11,11,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-12,11,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-13,11,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-14,11,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-15,12,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-16,12,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-17,12,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-18,12,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-19,12,845731,0,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-20,12,845731,1,1.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-21,12,845731,1,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-22,13,845731,1,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-23,13,845731,1,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-24,13,845731,1,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-25,13,845731,1,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-26,13,845731,2,1.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-27,13,845731,2,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-28,13,845731,4,2.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-29,14,845731,4,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-30,14,845731,8,4.0,0,0.0,,,
Norte,AP,,16,,,,2020-03-31,14,845731,10,2.0,0,0.0,,,
Norte,AP,,16,,,,2020-04-01,14,845731,11,1.0,0,0.0,,,
Norte,AP,,16,,,,2020-04-02,14,845731,11,0.0,0,0.0,,,
Norte,AP,,16,,,,2020-04-03,14,845731,19,8.0,0,0.0,,,
Norte,AP,,16,,,,2020-04-04,14,845731,28,9.0,1,1.0,,,
Norte,AP,,16,,,,2020-04-05,15,845731,29,1.0,2,1.0,,,
Norte,AP,,16,,,,2020-04-06,15,845731,34,5.0,2,0.0,,,
Norte,AP,,16,,,,2020-04-07,15,845731,48,14.0,2,0.0,,,
Norte,AP,,16,,,,2020-04-08,15,845731,107,59.0,2,0.0,,,
Norte,AP,,16,,,,2020-04-09,15,845731,128,21.0,2,0.0,,,
Norte,AP,,16,,,,2020-04-10,15,845731,166,38.0,2,0.0,,,
Norte,AP,,16,,,,2020-04-11,15,845731,193,27.0,3,1.0,,,
Norte,AP,,16,,,,2020-04-12,16,845731,230,37.0,5,2.0,,,
Norte,AP,,16,,,,2020-04-13,16,845731,242,12.0,5,0.0,,,
Norte,AP,,16,,,,2020-04-14,16,845731,307,65.0,6,1.0,,,
Norte,AP,,16,,,,2020-04-15,16,845731,334,27.0,7,1.0,,,
Norte,AP,,16,,,,2020-04-16,16,845731,362,28.0,9,2.0,,,
Norte,AP,,16,,,,2020-04-17,16,845731,370,8.0,10,1.0,,,
Norte,AP,,16,,,,2020-04-18,16,845731,393,23.0,10,0.0,,,
Norte,AP,,16,,,,2020-04-19,17,845731,416,23.0,11,1.0,,,
Norte,AP,,16,,,,2020-04-20,17,845731,433,17.0,13,2.0,,,
Norte,AP,,16,,,,2020-04-21,17,845731,457,24.0,13,0.0,,,
Norte,AP,,16,,,,2020-04-22,17,845731,479,22.0,14,1.0,,,
Norte,AP,,16,,,,2020-04-23,17,845731,548,69.0,16,2.0,,,
Norte,AP,,16,,,,2020-04-24,17,845731,633,85.0,18,2.0,,,
Norte,AP,,16,,,,2020-04-25,17,845731,685,52.0,19,1.0,,,
Norte,AP,,16,,,,2020-04-26,18,845731,798,113.0,21,2.0,,,
Norte,AP,,16,,,,2020-04-27,18,845731,842,44.0,26,5.0,,,
Norte,AP,,16,,,,2020-04-28,18,845731,918,76.0,28,2.0,,,
Norte,AP,,16,,,,2020-04-29,18,845731,1016,98.0,31,3.0,,,
Norte,AP,,16,,,,2020-04-30,18,845731,1080,64.0,34,3.0,,,
Norte,AP,,16,,,,2020-05-01,18,845731,1121,41.0,37,3.0,,,
Norte,AP,,16,,,,2020-05-02,18,845731,1187,66.0,40,3.0,,,
Norte,AP,,16,,,,2020-05-03,19,845731,1482,295.0,43,3.0,,,
Norte,AP,,16,,,,2020-05-04,19,845731,1733,251.0,49,6.0,,,
Norte,AP,,16,,,,2020-05-05,19,845731,1931,198.0,55,6.0,,,
Norte,AP,,16,,,,2020-05-06,19,845731,2046,115.0,56,1.0,,,
Norte,AP,,16,,,,2020-05-07,19,845731,2199,153.0,61,5.0,,,
Norte,AP,,16,,,,2020-05-08,19,845731,2322,123.0,66,5.0,,,
Norte,AP,,16,,,,2020-05-09,19,845731,2493,171.0,69,3.0,,,
Norte,AP,,16,,,,2020-05-10,20,845731,2613,120.0,72,3.0,,,
Norte,AP,,16,,,,2020-05-11,20,845731,2671,58.0,73,1.0,,,
Norte,AP,,16,,,,2020-05-12,20,845731,2910,239.0,86,13.0,,,
Norte,AP,,16,,,,2020-05-13,20,845731,3005,95.0,94,8.0,,,
Norte,AP,,16,,,,2020-05-14,20,845731,3428,423.0,101,7.0,,,
Norte,AP,,16,,,,2020-05-15,20,845731,3630,202.0,103,2.0,,,
Norte,AP,,16,,,,2020-05-16,20,845731,3834,204.0,108,5.0,,,
Norte,AP,,16,,,,2020-05-17,21,845731,3952,118.0,119,11.0,,,
Norte,AP,,16,,,,2020-05-18,21,845731,4023,71.0,127,8.0,,,
Norte,AP,,16,,,,2020-05-19,21,845731,4310,287.0,136,9.0,,,
Norte,AP,,16,,,,2020-05-20,21,845731,4549,239.0,142,6.0,,,
Norte,AP,,16,,,,2020-05-21,21,845731,5188,639.0,151,9.0,,,
Norte,AP,,16,,,,2020-05-22,21,845731,5655,467.0,157,6.0,,,
Norte,AP,,16,,,,2020-05-23,21,845731,6091,436.0,162,5.0,,,
Norte,AP,,16,,,,2020-05-24,22,845731,6353,262.0,163,1.0,,,
Norte,AP,,16,,,,2020-05-25,22,845731,6584,231.0,168,5.0,,,
Norte,AP,,16,,,,2020-05-26,22,845731,6967,383.0,173,5.0,,,
Norte,AP,,16,,,,2020-05-27,22,845731,7619,652.0,183,10.0,,,
Norte,AP,,16,,,,2020-05-28,22,845731,8152,533.0,198,15.0,,,
Norte,AP,,16,,,,2020-05-29,22,845731,8469,317.0,207,9.0,,,
Norte,AP,,16,,,,2020-05-30,22,845731,9313,844.0,215,8.0,,,
Norte,AP,,16,,,,2020-05-31,23,845731,9602,289.0,222,7.0,,,
Norte,AP,,16,,,,2020-06-01,23,845731,9890,288.0,228,6.0,,,
Norte,AP,,16,,,,2020-06-02,23,845731,10511,621.0,237,9.0,,,
Norte,AP,,16,,,,2020-06-03,23,845731,11107,596.0,247,10.0,,,
Norte,AP,,16,,,,2020-06-04,23,845731,11551,444.0,254,7.0,,,
Norte,AP,,16,,,,2020-06-05,23,845731,12327,776.0,260,6.0,,,
Norte,AP,,16,,,,2020-06-06,23,845731,12773,446.0,269,9.0,,,
Norte,AP,,16,,,,2020-06-07,24,845731,13045,272.0,272,3.0,,,
Norte,AP,,16,,,,2020-06-08,24,845731,13294,249.0,278,6.0,,,
Norte,AP,,16,,,,2020-06-09,24,845731,13771,477.0,285,7.0,,,
Norte,AP,,16,,,,2020-06-10,24,845731,14623,852.0,289,4.0,,,
Norte,AP,,16,,,,2020-06-11,24,845731,15166,543.0,303,14.0,,,
Norte,AP,,16,,,,2020-06-12,24,845731,15683,517.0,312,9.0,,,
Norte,AP,,16,,,,2020-06-13,24,845731,16322,639.0,319,7.0,,,
Norte,AP,,16,,,,2020-06-14,25,845731,16512,190.0,324,5.0,,,
Norte,AP,,16,,,,2020-06-15,25,845731,16813,301.0,329,5.0,,,
Norte,AP,,16,,,,2020-06-16,25,845731,18024,1211.0,337,8.0,,,
Norte,AP,,16,,,,2020-06-17,25,845731,18618,594.0,338,1.0,,,
Norte,AP,,16,,,,2020-06-18,25,845731,19387,769.0,342,4.0,,,
Norte,AP,,16,,,,2020-06-19,25,845731,19922,535.0,348,6.0,,,
Norte,AP,,16,,,,2020-06-20,25,845731,21574,1652.0,353,5.0,,,
Norte,AP,,16,,,,2020-06-21,26,845731,21840,266.0,359,6.0,,,
Norte,AP,,16,,,,2020-06-22,26,845731,24682,2842.0,372,13.0,,,
Norte,AP,,16,,,,2020-06-23,26,845731,26437,1755.0,380,8.0,,,
Norte,AP,,16,,,,2020-06-24,26,845731,26919,482.0,387,7.0,,,
Norte,AP,,16,,,,2020-06-25,26,845731,27415,496.0,394,7.0,,,
Norte,AP,,16,,,,2020-06-26,26,845731,27662,247.0,401,7.0,,,
Norte,AP,,16,,,,2020-06-27,26,845731,27901,239.0,406,5.0,,,
Norte,AP,,16,,,,2020-06-28,27,845731,27985,84.0,407,1.0,,,
Norte,AP,,16,,,,2020-06-29,27,845731,28253,268.0,413,6.0,,,
Norte,AP,,16,,,,2020-06-30,27,845731,28492,239.0,417,4.0,,,
Norte,AP,,16,,,,2020-07-01,27,845731,28927,435.0,420,3.0,,,
Norte,AP,,16,,,,2020-07-02,27,845731,29153,226.0,427,7.0,,,
Norte,AP,,16,,,,2020-07-03,27,845731,29574,421.0,438,11.0,,,
Norte,AP,,16,,,,2020-07-04,27,845731,29809,235.0,441,3.0,,,
Norte,AP,,16,,,,2020-07-05,28,845731,29883,74.0,442,1.0,,,
Norte,AP,,16,,,,2020-07-06,28,845731,30004,121.0,449,7.0,,,
Norte,AP,,16,,,,2020-07-07,28,845731,30294,290.0,455,6.0,,,
Norte,AP,,16,,,,2020-07-08,28,845731,30524,230.0,462,7.0,,,
Norte,AP,,16,,,,2020-07-09,28,845731,30763,239.0,467,5.0,,,
Norte,AP,,16,,,,2020-07-10,28,845731,31080,317.0,470,3.0,,,
Norte,AP,,16,,,,2020-07-11,28,845731,31279,199.0,473,3.0,,,
Norte,AP,,16,,,,2020-07-12,29,845731,31364,85.0,474,1.0,,,
Norte,AP,,16,,,,2020-07-13,29,845731,31552,,478,,,,
Norte,PA,,15,,,,2020-02-25,9,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-02-26,9,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-02-27,9,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-02-28,9,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-02-29,9,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-01,10,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-02,10,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-03,10,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-04,10,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-05,10,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-06,10,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-07,10,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-08,11,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-09,11,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-10,11,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-11,11,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-12,11,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-13,11,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-14,11,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-15,12,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-16,12,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-17,12,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-18,12,8602865,0,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-19,12,8602865,1,1.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-20,12,8602865,2,1.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-21,12,8602865,2,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-22,13,8602865,4,2.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-23,13,8602865,5,1.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-24,13,8602865,5,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-25,13,8602865,7,2.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-26,13,8602865,13,6.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-27,13,8602865,13,0.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-28,13,8602865,17,4.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-29,14,8602865,18,1.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-30,14,8602865,21,3.0,0,0.0,,,
Norte,PA,,15,,,,2020-03-31,14,8602865,32,11.0,0,0.0,,,
Norte,PA,,15,,,,2020-04-01,14,8602865,40,8.0,1,1.0,,,
Norte,PA,,15,,,,2020-04-02,14,8602865,46,6.0,1,0.0,,,
Norte,PA,,15,,,,2020-04-03,14,8602865,50,4.0,1,0.0,,,
Norte,PA,,15,,,,2020-04-04,14,8602865,80,30.0,1,0.0,,,
Norte,PA,,15,,,,2020-04-05,15,8602865,86,6.0,1,0.0,,,
Norte,PA,,15,,,,2020-04-06,15,8602865,102,16.0,3,2.0,,,
Norte,PA,,15,,,,2020-04-07,15,8602865,138,36.0,5,2.0,,,
Norte,PA,,15,,,,2020-04-08,15,8602865,167,29.0,6,1.0,,,
Norte,PA,,15,,,,2020-04-09,15,8602865,168,1.0,7,1.0,,,
Norte,PA,,15,,,,2020-04-10,15,8602865,170,2.0,9,2.0,,,
Norte,PA,,15,,,,2020-04-11,15,8602865,217,47.0,10,1.0,,,
Norte,PA,,15,,,,2020-04-12,16,8602865,246,29.0,13,3.0,,,
Norte,PA,,15,,,,2020-04-13,16,8602865,270,24.0,15,2.0,,,
Norte,PA,,15,,,,2020-04-14,16,8602865,323,53.0,19,4.0,,,
Norte,PA,,15,,,,2020-04-15,16,8602865,384,61.0,21,2.0,,,
Norte,PA,,15,,,,2020-04-16,16,8602865,438,54.0,24,3.0,,,
Norte,PA,,15,,,,2020-04-17,16,8602865,557,119.0,26,2.0,,,
Norte,PA,,15,,,,2020-04-18,16,8602865,640,83.0,33,7.0,,,
Norte,PA,,15,,,,2020-04-19,17,8602865,685,45.0,34,1.0,,,
Norte,PA,,15,,,,2020-04-20,17,8602865,902,217.0,35,1.0,,,
Norte,PA,,15,,,,2020-04-21,17,8602865,1026,124.0,38,3.0,,,
Norte,PA,,15,,,,2020-04-22,17,8602865,1195,169.0,43,5.0,,,
Norte,PA,,15,,,,2020-04-23,17,8602865,1267,72.0,53,10.0,,,
Norte,PA,,15,,,,2020-04-24,17,8602865,1446,179.0,75,22.0,,,
Norte,PA,,15,,,,2020-04-25,17,8602865,1579,133.0,86,11.0,,,
Norte,PA,,15,,,,2020-04-26,18,8602865,1867,288.0,100,14.0,,,
Norte,PA,,15,,,,2020-04-27,18,8602865,2128,261.0,114,14.0,,,
Norte,PA,,15,,,,2020-04-28,18,8602865,2262,134.0,129,15.0,,,
Norte,PA,,15,,,,2020-04-29,18,8602865,2422,160.0,137,8.0,,,
Norte,PA,,15,,,,2020-04-30,18,8602865,2876,454.0,208,71.0,,,
Norte,PA,,15,,,,2020-05-01,18,8602865,3176,300.0,235,27.0,,,
Norte,PA,,15,,,,2020-05-02,18,8602865,3460,284.0,273,38.0,,,
Norte,PA,,15,,,,2020-05-03,19,8602865,3863,403.0,309,36.0,,,
Norte,PA,,15,,,,2020-05-04,19,8602865,4125,262.0,330,21.0,,,
Norte,PA,,15,,,,2020-05-05,19,8602865,4472,347.0,369,39.0,,,
Norte,PA,,15,,,,2020-05-06,19,8602865,5017,545.0,392,23.0,,,
